,titles,ratings,reviews,dates,replies,reply_dates
256,Lamentable...,1,"Lamentable...
Précommande d'un montant de 44,90€TTC, en ""retrait en magasin"".
Déjà découverte le jour J que c'est Mondial Relai qui se charge de l'acheminement entre le site et le magasin Auchan... et petit message au terme de la journée de la part du livreur que le magasin retenu (leur magasin!! qui plus est bel et bien ouvert à date...) ne réceptionnerai les colis... qu'il me faut choisir un autre relai de substitution (cf : sinon il le feront à ma place en prenant un de leur choix dixit le mail). 

Une semaine c'est depuis écoulée, rien a bougé... Aucune livraison à l'horizon. Mondial Relai m'annonce qu'ils ont perdu la trace du colis, qu'il n'est jamais passé par le centre de tri bien qu'il m'a été demandé pour ""replace"".

Auchan qui prétextait constamment d'attendre 2jours, que je le recevrai pour sûr, maintenant annonce 15 jours pour l’enquête Mondial Relai.

Honteux, car je n'ai rien a voir avec leurs fournisseurs/sous-traitants et je n'ai aucun contrôle sur leurs relai. Ce n'est aucunement le choix du mode de livraison que j'ai retenu et ne suis pas livré. J'ai appelé pour cette fois tenter d'être remboursé (que j'achète le produit ailleurs... puisque la précommande c'est raté et qu'aucun engagement de vente est tenu à part le prélèvement...) et qu'il récupère eux même leur bien. La réponse est claire : on peut rien faire a part un geste indiscutable de 4€ valant remboursement (ce n'est pas une erreur, ""quatre euros""), pour le reste vous attendrez. Puis me suis fait raccroché à la figure.

Dans cette magouille, évidement seul Auchan pourra tirer quelconque bénéfice, que le colis soit perdu ou livré au bout du compte...

Inutile de dire que ça n'en restera pas là, et hors de question qu'ils me revoient chez eux (ou leurs filiales) avec de pareilles pratiques frauduleuses.",2022-08-04T21:30:20.000Z,"Bonjour François,",2022-08-06T16:36:44.034Z
257,J'ai ouvert un compte sur Auchan pour…,1,"J'ai ouvert un compte sur Auchan pour acheter un lit, mais impossible de me connecter à ce compte pour pouvoir faire l'achat.
J'ai donc contacter le service client qui m'a indiqué que mon compte a été bloqué, et qu'ils allaient voir pour le débloquer, plus d'une semaine que j'attends et mon compte n'est toujours pas débloquer malgré une relance.",2022-08-04T13:39:26.000Z,"Bonjour, ",2022-08-06T16:46:28.428Z
258,carport incomplet. Manque 2 poutres,2,"Je note 2 Auchan et son SAV. Pas les dames qui répondent au téléphone. Depuis le 2 juin, j'ai dans mon jardin un carport incomplet. Le fabriquant avait  filmé et cerclé le colis. Le transporteur ne veut pas revenir livrer avec son camion (17m de long !) pour si peu.  A chaque fois que je téléphone au SAV, une personne me dit ""je m'en occupe"", m'envoie un message avec une photo de dame allongée sur un canapé qui m'écrit ""je m'occupe de ce litige"" puis plus rien jusqu'à mon prochain appel téléphonique.  Ce n'est pas sérieux.",2022-08-04T12:58:15.000Z,"Bonjour Laforet,",2022-08-06T16:50:17.544Z
259,Auchan à nouveau!,1,"Auchan à nouveau!
Suite à un avis négatif sur trust pilot, sur le service après vente Auchan, j’ai été contacté par la relation clientèle  qui m’à assuré  que ma demande sera prise en considération sous 48h. Un mois plus tard, rien, malgré  de nombreuses relances.  Donc, je persiste et signe: Fuyez Auchan SAV malhonnête  ne tient pas ses engagements!",2022-08-03T15:30:43.000Z,"Bonjour Thierry,",2022-08-06T16:55:29.305Z
260,j'ai acheté une télé en magasin,1,"j'ai acheté une télé en magasin , au bout de 2 mois elle ne fonctionne plus .
je fais une demande de sav mais il me demanbde de contacter directement le fournisseur qui est qilive sauf que celui ci ne m'apporte aucune solution .
J'ai acheté chez auchan c'est donc auchan qui doit prendre en charge ma demande et me rembourser ce qui n'a pas été fait .
318 euros de perdu",2022-08-03T12:32:17.000Z,"Bonjour Yeyel, ",2022-08-06T16:59:04.971Z
261,Je déconseille fortement,1,"Je déconseille fortement j’ai acheté un ordinateur 600€ quand même . 
Il m’assure avoir reçu le colis le lendemain de la garantie hors c’était avant je vais donc me renseigner à chrono post heureusement j’ai pu avoir une impression et je rappelle pour la énièmes fois la dame du téléphone m’a dit déjà c’est la date d’envoi elle me dit donc qu’elle va faire le nécessaire je n’ai pas reçu d’appel je décide donc de rappeler elle avait fait remonter la demande et je détaille pas la discussion de la suivante dame pas du tout professionnelle !!
J’espère avoir une réponse",2022-08-03T09:49:12.000Z,"Bonjour Melissa,",2022-08-06T17:03:31.326Z
262,Doublement déçu !,1,"Commande d'une table de salon de jardin avec demande de livraison en point relais.
Au final, livraison dans une agence Chronopost à 25 Kms de mon domicile, pour constater que l'article était cassé par un manque flagrant d'emballage, aucune protection à part un léger film plastique ... Demande de remboursement en cours. Doublement déçu par Auchan.fr, je ne recommande pas !",2022-08-02T11:34:13.000Z,"Bonjour Eric,",2022-08-06T17:06:28.083Z
263,Accueil deplorable,1,Accueil deplorable. Auchan Trignac.  Un conseil Mesdames changez de metier....,2022-08-02T03:51:49.000Z,Bonsoir Marjo,2022-08-06T17:08:47.734Z
264,Une vraie galère pour faire réparer un…,1,"Une vraie galère pour faire réparer un produit défectueux, plus de SAV !! Faut remplir un formulaire sur le net mais ceci fait on vous envoie un lien pour contacter la marque du produit en question et bien sûr la connexion ne fonctionne pas ! Client tu as un problème demm..de toi ! Ils n’assurent plus du tout leur rôle, faut se débrouiller avec le constructeur 😤 une honte pour un groupe comme Auchan !!!!",2022-08-01T18:00:55.000Z,"Bonjour Laurent, ",2022-08-06T17:13:18.458Z
265,Je le vous conseille pas ( rien de pire),1,"Je le vous conseille pas , j'ai commandé le 27 / 06 pour un arrivé le 05/07 pour me dire que après plusieurs appel le 01/08 que ma commande pourra pas être honoré , un achat de 300 euro . Merci auchan",2022-08-01T11:17:59.000Z,"Bonjour Antho, ",2022-08-01T13:49:14.735Z
266,auchan leers vérifier votre ticket de…,1,"auchan leers vérifier votre ticket de caisse 
3.50 euros sur étiquette pour 5 croissants et 5 pains au chocolat offre spéciale passage en caisse 5.29 euros  retour à auchan pour me faire rembourser  temps perdu et 6 km de trop en voiture",2022-08-01T07:46:11.000Z,"Bonjour Manuella,",2022-08-01T16:12:12.030Z
267,Dégradation total Auchan Nice.,1,"De plus en plus en recule ce magasin Auchan Nice la Trinité.
Indications affichages panneaux produits manquent d'informations, sol salle, des prix  exorbitant plus cher que la concurrences, étiquettes articles manquantes ou mal placé, rayons pas intelligemment bien refait, palettes au milieu du passage en journée, difficile de circuler dans les rayons, l’accueil vous leur dites une remarque ils s'en foutent éperdument, le pire le passage aux caisses une catastrophe, parking auto serré. Il deviens ennuyeux  Auchan  Nice. Et bien allez ailleurs ! bhè oui .",2022-07-31T15:24:53.000Z,"Bonjour Komee,",2022-08-01T16:35:27.860Z
268,Bonjour,1,"Bonjour 

Chez Auchan St loup sur les catalogues et en magasin quand ils font des promotions le prix au kilo n’est pratiquement jamais écrit 
Je leur ai fait la remarque mais rien ne change
J’ai trouvé aussi dans le rayon crémerie des produits périmés et non retiré exemple Sky 
La crémière !!!
Si cela continue comme la loi est avec moi je le signalerai à que choisir
Bernadette",2022-07-31T12:25:29.000Z,"Bonjour Bernadette,",2022-08-01T16:39:08.259Z
269,incroyable Auchan ne respecte pas la taille max mondial relais,1,"Commande sur auchan.fr avec retrait au Auchan bdx lac. Je me déplace pour venir chercher mes colis à la date prévue(avec le SMS), je repart bredouille. Je téléphone, on doit me rappeler ce qui n'arrive. puis rappel lancement enquête Mondial relais. Pas de retour, j'appelle, on m'indique que ma commande est disponible malgré le tracking mondial relais qui dis le contraire. Je refais 60km pour y aller mais reviens avec 1 colis sur les 8.
Je rappelle on me redis qu'une enquête est relancée. Sans nouvelle. Ma commande apparait retirée sur le site auchan.fr alors que je n'ai récupéré qu'un colis sur 8. Les problèmes entre mondial relais et Auchan ne sont toujours pas éclairci et je ne sui ni livré ni remboursé. Enfin en contactant Mondial relais j'ai eu une réponse l'emballage Auchan  ne respecte pas la taille max de mondial relais. Comment des draps peuvent être mis dans un emballage trop grand?
D'autre part comment au bout de 6 appel Auchan ne me l'ai pas dit!, i fait quelque chose!
Enfin comment Auchan peut il se présenter en e-commerçant s'il ne sont pas capable d'envoyer un colis!
J'ai envoyé le détail à  Moderationreseauxsociaux",2022-08-02T12:49:05.000Z,"Bonjour Dider,",2022-08-01T16:41:55.332Z
270,Pour cafetier en panne j'en ai deux,1,J'achète une cafetière à pressions de marque auchan.  4 mois elle tombe en panne.  Je viens les bois pour me faire rembourser ou l'échanger. On me propose de la renvoyer pour la faire réparer sous 2 semaines. Si je comprends bien fait du café à la casrolle ou J'achète une nouvelle en attendant la réparation comme ça j'en aurai deux . Vive le service de mes deu. Fuyez auchan à tout prix.,2022-07-30T13:36:36.000Z,"Bonjour Kartou,",2022-08-01T16:53:57.254Z
271,La caissière de la Caisse 20 à était…,1,La caissière de la Caisse 20 à était très désagréable avec moi limite insultante si elle n'aime pas son travail qu'elle change de métier,2022-07-29T22:22:11.000Z,"Bonjour,",2022-08-01T16:59:34.298Z
272,prix tronqué,1,"prix affichés 5,99 sur la barquette et 35% sur 6,29 sur étiquette jaune ... pas vu le prix sur la barquette 
 tout simplement ils gonflent les prix et te font croire à un rabais ... j irai plus à Auchan tout simplement",2022-07-29T11:56:32.000Z,"Bonjour Christophe,",2022-08-01T17:40:00.240Z
273,Prix plus élevés que la concurrence (…,1,"Prix plus élevés que la concurrence ( plus de 0,60€ sur le thé, et + 2,56€ nourriture chats)...promos en cours non signalées, et non placées. Prix différents de ceux affichés en rayon...bref...",2022-07-28T11:36:47.000Z,"Bonjou Stef,",2022-08-06T17:18:29.833Z
274,Achat d'un iphone fin mai,1,"Achat d'un iphone fin mai, après l'avoir reçu je réalise un retour car erreur de ma part. Retour réalisé par mondial Relay, arrivé chez auchan le 02/06. Aucun remboursement à ce jour, on m'indique que le colis est perdu. Après de multiples appels, échanges par mail, on m'indique traiter ma demande sous 48h or ce n'est jamais le cas...
Après avoir insisté on m'indique que mon colis est finalement, comme par magie arrivé, et VIDE comme par hasard et qu'il faut que je dépose plainte.
Cependant j'ai demandé une preuve que mon colis est bien arrivé vide, avant de déposer plainte, et je n'ai à ce jour, toujours aucun retour. Ce qui est sure c'est que je ne commanderai plus jamais chez eux et que le service client est incompétent.",2022-07-27T16:21:25.000Z,"Bonjour,",2022-08-01T18:40:26.015Z
275,Sav incompétent,1,J'ai fais un dossier pour réparation d'un téléphone sous garantie et depuis 1 mois on me trimbale mais j'ai toujours pas envoyé mon téléphone il manque toujours quelque chose et la plus signe de vie,2022-07-27T08:33:36.000Z,"Bonjour, ",2022-08-03T19:19:13.143Z
276,Au top !,5,"Suite à l'achat d'un équipement de la marque Bestway défectueux dans le magasin Auchan de Calais, et alors que Bestway n'a pas souhaité appliquer la garantie sur l'article en question, le service Client Auchan que j'ai contacté m'a invité à me faire rembourser dans le magasin d'achat. Cela a bien été réalisé, merci à eux.

Au delà de cette expérience, je tiens à signaler que j'ai eu plusieurs achats à faire dans ce magasin, et tant au niveau du service jardinerie, qu'à l'accueil ou encore au dépôt, j'ai eu à faire à plusieurs membres du personnel que j'ai trouvé attentionnés, à l'écoute de mes besoins et toujours avec le sourire. Expérience très agréable !",2022-07-27T01:36:15.000Z,"Bonjour Jean-philippe,",2022-08-01T17:44:02.120Z
277,un service livraison au top,5,"fidèle client du service livraison d'Auchan melun sénart, je n'ai qu'à me féliciter de la diversité du choix par rapport à leurs concurrents, du respect des créneaux de livraison et de la très grande amabilité des livreurs !",2022-07-26T21:55:40.000Z,"Bonjour,",2022-08-01T17:41:20.662Z
278,Sécurité ?,2,"Bonjour, client fidèle de auchan Dunkerque depuis des années, magasin très dégradé surtout les caddie je précise je suis une personne plutôt discrète avec une grande famille et mâture, j'ai malheureusement eu une mauvaise expérience ce matin vers 11h de la part d'un de vos agent de sécurité de vos sous-traitants, j'ai voulu sortir du magasin, il m'a indiqué qu'il faut sortir pas le portaille de droite qui était encombré par un de vos employés qui avait du mal à passer avec le transpalette et sa cargaison de bière, j'ai malheureusement souffler mon agacement sans aucune mauvaise parole et je me suis vue sermente par l'agent de sécurité , je lui est dit que je ne comprend sont attitude,il devait ce calmé, je ne lui est rien dit même pas regardé, c'est juste un agacement personnel et la il commencé à appeler au Taki des collègues, alors que je n'étais en aucun cas mal poli ou agressif, je suis navré de cette altercation inutile qui me pèse encore ce jour, je ne pense plus faire les courses à auchan, en tous cas pour l'instant. Merci",2022-07-26T15:30:53.000Z,"Bonjour Cantin,",2022-08-06T17:24:06.158Z
